,date,predicted_class,vader_score
693,2023-09-20,Social,0.6385714285714286
694,2023-09-21,Environmental,0.43823999999999996
695,2023-09-22,Environmental,-0.086325
696,2023-09-22,Social,0.2333
697,2023-09-25,Environmental,0.5631
698,2023-09-25,Social,0.3760142857142857
699,2023-09-26,Environmental,0.3950913043478261
700,2023-09-26,Social,0.46756666666666663
701,2023-09-27,Environmental,0.13185714285714287
702,2023-09-27,Social,0.23548333333333335
703,2023-09-28,Environmental,0.29090666666666665
704,2023-09-28,Social,0.37564000000000003
705,2023-10-02,Environmental,0.21059999999999998
706,2023-10-02,Social,0.43947368421052635
707,2023-10-03,Environmental,0.43792592592592594
708,2023-10-13,Environmental,0.0
709,2023-10-18,Environmental,0.5365875
710,2023-10-18,Social,0.8552714285714286
711,2023-10-26,Environmental,0.6275096774193548
712,2023-10-26,Social,0.8947
713,2023-10-27,Social,0.8442
714,2023-10-29,Environmental,0.0
715,2023-10-31,Environmental,0.1122774193548387
716,2023-10-31,Social,0.5106
717,2023-11-03,Environmental,0.5023277777777778
718,2023-11-03,Social,0.299737037037037
719,2023-11-06,Environmental,0.3818
720,2023-11-09,Environmental,0.5982666666666666
721,2023-11-09,Social,0.70775
722,2023-11-15,Environmental,0.5575866666666667
723,2023-11-15,Social,0.2997166666666667
724,2023-11-16,Environmental,0.3661043478260869
725,2023-11-16,Social,0.3853666666666667
726,2023-11-20,Environmental,0.21293283582089553
727,2023-11-20,Social,0.2534571428571429
728,2023-11-22,Social,0.34
729,2023-11-26,Social,0.7579
730,2023-11-27,Environmental,0.3747264705882353
731,2023-11-27,Social,0.2814451612903226
732,2023-11-28,Environmental,0.4233192307692307
733,2023-11-28,Social,0.40556666666666663
734,2023-11-29,Environmental,0.36264193548387097
735,2023-11-29,Social,0.30546486486486485
736,2023-12-04,Environmental,0.33279166666666665
737,2023-12-04,Social,0.24811
738,2023-12-05,Environmental,0.5900666666666666
739,2023-12-06,Environmental,0.2587933333333333
740,2023-12-06,Social,0.532775
741,2023-12-07,Environmental,-0.3182
742,2023-12-07,Social,-0.2732
743,2023-12-10,Environmental,0.4648
744,2023-12-12,Environmental,0.27024
745,2023-12-13,Environmental,0.17270232558139534
746,2023-12-13,Governance,0.12085000000000001
747,2023-12-13,Social,0.3980027027027027
748,2023-12-14,Environmental,0.2932272727272727
749,2023-12-18,Environmental,0.40617017543859646
750,2023-12-18,Social,0.4240272727272727
751,2023-12-19,Environmental,0.2865625
752,2023-12-19,Social,0.7506
753,2023-12-20,Environmental,0.42468000000000006
754,2023-12-28,Environmental,0.0
